"Zeit","anomalies"
1949-03-01,-0.407
1949-04-01,0.077
1949-05-01,0.059
1949-06-01,-0.199
1949-07-01,-0.216
1949-08-01,0.022
1949-09-01,0.005
1949-10-01,0.316
1949-11-01,0.09
1949-12-01,-0.396
1950-01-01,-0.728
1950-02-01,-0.411
1950-03-01,-0.201
1950-04-01,-0.313
1950-05-01,-0.097
1950-06-01,-0.093
1950-07-01,-0.305
1950-08-01,-0.258
1950-09-01,-0.083
1950-10-01,-0.024
1950-11-01,-0.76
1950-12-01,-0.311
1951-01-01,-0.587
1951-02-01,-0.973
1951-03-01,-0.64
1951-04-01,0.066
1951-05-01,0.036
1951-06-01,-0.138
1951-07-01,-0.015
1951-08-01,0.287
1951-09-01,0.342
1951-10-01,0.262
1951-11-01,-0.025
1951-12-01,0.676
1952-01-01,0.297
1952-02-01,0.041
1952-03-01,-0.693
1952-04-01,0.035
1952-05-01,-0.011
1952-06-01,0.144
1952-07-01,0.197
1952-08-01,0.099
1952-09-01,0.187
1952-10-01,-0.167
1952-11-01,-0.653
1952-12-01,-0.28
1953-01-01,0.295
1953-02-01,0.36
1953-03-01,0.263
1953-04-01,0.318
1953-05-01,0.168
1953-06-01,0.309
1953-07-01,0.25
1953-08-01,0.252
1953-09-01,0.176
1953-10-01,0.382
1953-11-01,-0.198
1953-12-01,0.361
1954-01-01,-0.646
1954-02-01,-0.221
1954-03-01,-0.507
1954-04-01,-0.188
1954-05-01,-0.276
1954-06-01,0.019
1954-07-01,-0.117
1954-08-01,-0.012
1954-09-01,0.116
1954-10-01,0.19
1954-11-01,0.455
1954-12-01,-0.221
1955-01-01,0.63
1955-02-01,-0.134
1955-03-01,-0.976
1955-04-01,-0.389
1955-05-01,-0.1
1955-06-01,-0.049
1955-07-01,-0.049
1955-08-01,0.134
1955-09-01,0.023
1955-10-01,0.132
1955-11-01,-0.44
1955-12-01,-0.491
1956-01-01,-0.223
1956-02-01,-0.867
1956-03-01,-0.688
1956-04-01,-0.568
1956-05-01,-0.378
1956-06-01,-0.229
1956-07-01,-0.349
1956-08-01,-0.387
1956-09-01,-0.401
1956-10-01,-0.338
1956-11-01,-0.534
1956-12-01,-0.394
1957-01-01,-0.28
1957-02-01,-0.233
1957-03-01,-0.627
1957-04-01,-0.246
1957-05-01,-0.252
1957-06-01,0.006
1957-07-01,-0.071
1957-08-01,0.065
1957-09-01,0.124
1957-10-01,-0.116
1957-11-01,0.109
1957-12-01,0.428
1958-01-01,0.675
1958-02-01,0.271
1958-03-01,-0.209
1958-04-01,-0.106
1958-05-01,-0.027
1958-06-01,-0.122
1958-07-01,-0.118
1958-08-01,0.061
1958-09-01,-0.044
1958-10-01,-0.013
1958-11-01,0.043
1958-12-01,0.116
1959-01-01,0.23
1959-02-01,0.118
1959-03-01,0.266
1959-04-01,0.137
1959-05-01,-0.073
1959-06-01,0.135
1959-07-01,-0.016
1959-08-01,0.077
1959-09-01,0.108
1959-10-01,-0.183
1959-11-01,-0.309
1959-12-01,0.008
1960-01-01,0.021
1960-02-01,0.6
1960-03-01,-0.895
1960-04-01,-0.337
1960-05-01,-0.189
1960-06-01,0.186
1960-07-01,-0.03
1960-08-01,0.049
1960-09-01,0.086
1960-10-01,-0.042
1960-11-01,-0.21
1960-12-01,0.489
1961-01-01,0.156
1961-02-01,0.441
1961-03-01,0.192
1961-04-01,0.113
1961-05-01,0.065
1961-06-01,0.17
1961-07-01,-0.015
1961-08-01,-0.002
1961-09-01,-0.036
1961-10-01,-0.221
1961-11-01,-0.013
1961-12-01,-0.259
1962-01-01,0.333
1962-02-01,0.451
1962-03-01,-0.005
1962-04-01,0.168
1962-05-01,0.027
1962-06-01,-0.304
1962-07-01,0.043
1962-08-01,-0.038
1962-09-01,-0.082
1962-10-01,0.201
1962-11-01,0.038
1962-12-01,0.119
1963-01-01,0.008
1963-02-01,0.622
1963-03-01,-0.393
1963-04-01,-0.226
1963-05-01,-0.173
1963-06-01,-0.147
1963-07-01,0.07
1963-08-01,0.082
1963-09-01,0.192
1963-10-01,0.58
1963-11-01,0.525
1963-12-01,-0.137
1964-01-01,-0.051
1964-02-01,-0.384
1964-03-01,-0.709
1964-04-01,-0.461
1964-05-01,-0.119
1964-06-01,-0.167
1964-07-01,-0.166
1964-08-01,-0.291
1964-09-01,-0.327
1964-10-01,-0.337
1964-11-01,-0.23
1964-12-01,-0.356
1965-01-01,0.049
1965-02-01,-0.685
1965-03-01,-0.272
1965-04-01,-0.52
1965-05-01,-0.281
1965-06-01,-0.256
1965-07-01,-0.276
1965-08-01,-0.347
1965-09-01,-0.305
1965-10-01,-0.018
1965-11-01,-0.294
1965-12-01,-0.156
1966-01-01,-0.307
1966-02-01,-0.082
1966-03-01,-0.176
1966-04-01,-0.418
1966-05-01,-0.208
1966-06-01,-0.005
1966-07-01,0.033
1966-08-01,0.172
1966-09-01,0.08
1966-10-01,-0.106
1966-11-01,-0.179
1966-12-01,-0.394
1967-01-01,-0.384
1967-02-01,-0.547
1967-03-01,0.033
1967-04-01,-0.118
1967-05-01,0.123
1967-06-01,-0.208
1967-07-01,-0.039
1967-08-01,-0.041
1967-09-01,-0.138
1967-10-01,0.428
1967-11-01,0.078
1967-12-01,-0.11
1968-01-01,-0.463
1968-02-01,-0.292
1968-03-01,0.639
1968-04-01,-0.104
1968-05-01,-0.172
1968-06-01,-0.291
1968-07-01,-0.287
1968-08-01,-0.242
1968-09-01,-0.141
1968-10-01,-0.154
1968-11-01,-0.385
1968-12-01,-0.527
1969-01-01,-1.013
1969-02-01,-1.139
1969-03-01,-0.528
1969-04-01,-0.109
1969-05-01,-0.102
1969-06-01,-0.178
1969-07-01,-0.048
1969-08-01,-0.063
1969-09-01,-0.075
1969-10-01,-0.07
1969-11-01,0.199
1969-12-01,0.346
1970-01-01,-0.139
1970-02-01,0.332
1970-03-01,-0.431
1970-04-01,-0.062
1970-05-01,-0.106
1970-06-01,0.004
1970-07-01,-0.023
1970-08-01,-0.05
1970-09-01,-0.046
1970-10-01,-0.309
1970-11-01,-0.066
1970-12-01,-0.405
1971-01-01,-0.001
1971-02-01,-0.474
1971-03-01,-0.637
1971-04-01,-0.391
1971-05-01,-0.225
1971-06-01,-0.241
1971-07-01,-0.239
1971-08-01,-0.183
1971-09-01,-0.044
1971-10-01,-0.063
1971-11-01,0.171
1971-12-01,0.017
1972-01-01,-1.004
1972-02-01,-0.82
1972-03-01,-0.237
1972-04-01,-0.172
1972-05-01,-0.33
1972-06-01,-0.143
1972-07-01,-0.124
1972-08-01,-0.106
1972-09-01,-0.429
1972-10-01,-0.111
1972-11-01,-0.456
1972-12-01,-0.142
1973-01-01,0.021
1973-02-01,0.663
1973-03-01,0.358
1973-04-01,0.268
1973-05-01,0.129
1973-06-01,0.199
1973-07-01,0.072
1973-08-01,0.056
1973-09-01,-0.066
1973-10-01,-0.053
1973-11-01,-0.117
1973-12-01,0.027
1974-01-01,-0.491
1974-02-01,-0.672
1974-03-01,-0.131
1974-04-01,-0.06
1974-05-01,-0.24
1974-06-01,-0.158
1974-07-01,-0.113
1974-08-01,-0.1
1974-09-01,-0.17
1974-10-01,-0.396
1974-11-01,-0.33
1974-12-01,-0.348
1975-01-01,0.359
1975-02-01,0.079
1975-03-01,0.167
1975-04-01,0.149
1975-05-01,0.028
1975-06-01,-0.004
1975-07-01,-0.029
1975-08-01,-0.073
1975-09-01,0.074
1975-10-01,-0.072
1975-11-01,-0.298
1975-12-01,-0.268
1976-01-01,0.163
1976-02-01,-0.264
1976-03-01,-0.852
1976-04-01,-0.027
1976-05-01,-0.291
1976-06-01,-0.293
1976-07-01,-0.376
1976-08-01,-0.259
1976-09-01,-0.147
1976-10-01,-0.865
1976-11-01,-0.59
1976-12-01,-0.494
1977-01-01,-0.658
1977-02-01,0.094
1977-03-01,0.382
1977-04-01,0.399
1977-05-01,0.254
1977-06-01,0.291
1977-07-01,0.049
1977-08-01,-0.081
1977-09-01,0.099
1977-10-01,-0.188
1977-11-01,0.533
1977-12-01,0.015
1978-01-01,0.078
1978-02-01,-0.154
1978-03-01,0.128
1978-04-01,0.043
1978-05-01,-0.128
1978-06-01,-0.185
1978-07-01,-0.198
1978-08-01,-0.288
1978-09-01,-0.055
1978-10-01,-0.027
1978-11-01,0.279
1978-12-01,-0.172
1979-01-01,-0.246
1979-02-01,-0.488
1979-03-01,-0.029
1979-04-01,-0.409
1979-05-01,-0.06
1979-06-01,0.101
1979-07-01,0.013
1979-08-01,-0.059
1979-09-01,0.127
1979-10-01,0.237
1979-11-01,0.123
1979-12-01,0.832
1980-01-01,0.038
1980-02-01,0.267
1980-03-01,-0.359
1980-04-01,0.115
1980-05-01,0.194
1980-06-01,0.192
1980-07-01,0.079
1980-08-01,0.019
1980-09-01,0.047
1980-10-01,0.115
1980-11-01,0.359
1980-12-01,0.076
1981-01-01,1.093
1981-02-01,0.865
1981-03-01,0.783
1981-04-01,0.475
1981-05-01,0.069
1981-06-01,0.252
1981-07-01,0.105
1981-08-01,0.28
1981-09-01,0.107
1981-10-01,0.138
1981-11-01,0.246
1981-12-01,0.624
1982-01-01,-0.418
1982-02-01,0.097
1982-03-01,-0.357
1982-04-01,0.08
1982-05-01,-0.064
1982-06-01,-0.161
1982-07-01,0.076
1982-08-01,-0.092
1982-09-01,0.127
1982-10-01,-0.102
1982-11-01,-0.312
1982-12-01,0.459
1983-01-01,0.83
1983-02-01,0.381
1983-03-01,0.321
1983-04-01,0.052
1983-05-01,-0.021
1983-06-01,0.066
1983-07-01,0.353
1983-08-01,0.402
1983-09-01,0.403
1983-10-01,0.186
1983-11-01,0.738
1983-12-01,0.118
1984-01-01,0.299
1984-02-01,-0.17
1984-03-01,0.054
1984-04-01,-0.148
1984-05-01,0.263
1984-06-01,0.092
1984-07-01,0.042
1984-08-01,0.09
1984-09-01,-0.208
1984-10-01,0.023
1984-11-01,-0.312
1984-12-01,-0.802
1985-01-01,-0.1
1985-02-01,-0.527
1985-03-01,-0.236
1985-04-01,-0.025
1985-05-01,0.078
1985-06-01,-0.061
1985-07-01,-0.215
1985-08-01,0.05
1985-09-01,-0.09
1985-10-01,0.049
1985-11-01,-0.13
1985-12-01,0.025
1986-01-01,0.585
1986-02-01,0.223
1986-03-01,0.222
1986-04-01,0.242
1986-05-01,0.145
1986-06-01,0.15
1986-07-01,-0.071
1986-08-01,0.007
1986-09-01,-0.134
1986-10-01,0.013
1986-11-01,-0.065
1986-12-01,-0.015
1987-01-01,0.117
1987-02-01,0.86
1987-03-01,-0.291
1987-04-01,-0.005
1987-05-01,0.199
1987-06-01,0.13
1987-07-01,0.338
1987-08-01,0.246
1987-09-01,0.405
1987-10-01,0.183
1987-11-01,-0.083
1987-12-01,0.615
1988-01-01,0.709
1988-02-01,0.263
1988-03-01,0.33
1988-04-01,0.348
1988-05-01,0.424
1988-06-01,0.503
1988-07-01,0.459
1988-08-01,0.323
1988-09-01,0.351
1988-10-01,0.3
1988-11-01,0.078
1988-12-01,0.702
1989-01-01,0.203
1989-02-01,0.611
1989-03-01,0.593
1989-04-01,0.309
1989-05-01,0.247
1989-06-01,0.203
1989-07-01,0.322
1989-08-01,0.26
1989-09-01,0.249
1989-10-01,0.339
1989-11-01,0.028
1989-12-01,0.4
1990-01-01,0.475
1990-02-01,0.752
1990-03-01,1.593
1990-04-01,0.77
1990-05-01,0.441
1990-06-01,0.592
1990-07-01,0.291
1990-08-01,0.471
1990-09-01,0.367
1990-10-01,0.519
1990-11-01,0.603
1990-12-01,0.445
1991-01-01,0.685
1991-02-01,0.646
1991-03-01,0.246
1991-04-01,0.708
1991-05-01,0.283
1991-06-01,0.561
1991-07-01,0.532
1991-08-01,0.43
1991-09-01,0.424
1991-10-01,0.424
1991-11-01,0.36
1991-12-01,0.193
1992-01-01,0.973
1992-02-01,0.717
1992-03-01,0.431
1992-04-01,-0.037
1992-05-01,0.064
1992-06-01,-0.136
1992-07-01,-0.332
1992-08-01,-0.142
1992-09-01,-0.314
1992-10-01,-0.315
1992-11-01,-0.221
1992-12-01,0.301
1993-01-01,0.583
1993-02-01,0.765
1993-03-01,0.453
1993-04-01,0.103
1993-05-01,0.201
1993-06-01,0.191
1993-07-01,0.071
1993-08-01,0.049
1993-09-01,-0.183
1993-10-01,0.053
1993-11-01,-0.621
1993-12-01,0.336
1994-01-01,0.409
1994-02-01,-0.256
1994-03-01,0.477
1994-04-01,0.604
1994-05-01,0.402
1994-06-01,0.502
1994-07-01,0.416
1994-08-01,0.375
1994-09-01,0.332
1994-10-01,0.633
1994-11-01,0.611
1994-12-01,0.361
1995-01-01,1.145
1995-02-01,1.753
1995-03-01,0.668
1995-04-01,0.691
1995-05-01,0.441
1995-06-01,0.649
1995-07-01,0.416
1995-08-01,0.686
1995-09-01,0.452
1995-10-01,0.874
1995-11-01,0.677
1995-12-01,0.205
1996-01-01,0.241
1996-02-01,0.596
1996-03-01,0.093
1996-04-01,-0.074
1996-05-01,0.324
1996-06-01,0.277
1996-07-01,0.359
1996-08-01,0.114
1996-09-01,-0.012
1996-10-01,0.064
1996-11-01,0.262
1996-12-01,0.506
1997-01-01,0.572
1997-02-01,0.851
1997-03-01,0.843
1997-04-01,0.518
1997-05-01,0.423
1997-06-01,0.533
1997-07-01,0.371
1997-08-01,0.565
1997-09-01,0.485
1997-10-01,0.691
1997-11-01,0.496
1997-12-01,0.548
1998-01-01,0.715
1998-02-01,1.562
1998-03-01,0.718
1998-04-01,1.108
1998-05-01,0.833
1998-06-01,0.935
1998-07-01,1.009
1998-08-01,0.933
1998-09-01,0.789
1998-10-01,0.709
1998-11-01,0.328
1998-12-01,1.125
1999-01-01,0.953
1999-02-01,1.611
1999-03-01,0.134
1999-04-01,0.785
1999-05-01,0.424
1999-06-01,0.478
1999-07-01,0.528
1999-08-01,0.449
1999-09-01,0.622
1999-10-01,0.632
1999-11-01,0.631
1999-12-01,1.17
2000-01-01,0.492
2000-02-01,1.353
2000-03-01,1.097
2000-04-01,1.286
2000-05-01,0.761
2000-06-01,0.521
2000-07-01,0.561
2000-08-01,0.64
2000-09-01,0.385
2000-10-01,0.261
2000-11-01,0.035
2000-12-01,0.239
2001-01-01,0.892
2001-02-01,0.58
2001-03-01,1.04
2001-04-01,0.837
2001-05-01,0.978
2001-06-01,0.639
2001-07-01,0.786
2001-08-01,0.92
2001-09-01,0.594
2001-10-01,0.797
2001-11-01,1.396
2001-12-01,0.686
2002-01-01,1.657
2002-02-01,1.974
2002-03-01,1.504
2002-04-01,0.684
2002-05-01,0.521
2002-06-01,0.841
2002-07-01,0.937
2002-08-01,0.647
2002-09-01,0.755
2002-10-01,0.384
2002-11-01,0.813
2002-12-01,0.173
2003-01-01,1.221
2003-02-01,0.656
2003-03-01,0.682
2003-04-01,0.726
2003-05-01,0.952
2003-06-01,0.62
2003-07-01,0.712
2003-08-01,1.077
2003-09-01,0.86
2003-10-01,1.194
2003-11-01,0.788
2003-12-01,1.382
2004-01-01,0.863
2004-02-01,1.417
2004-03-01,1.208
2004-04-01,0.815
2004-05-01,0.515
2004-06-01,0.503
2004-07-01,0.518
2004-08-01,0.549
2004-09-01,0.662
2004-10-01,0.748
2004-11-01,1.33
2004-12-01,0.474
2005-01-01,1.107
2005-02-01,0.506
2005-03-01,0.996
2005-04-01,1.189
2005-05-01,0.844
2005-06-01,0.923
2005-07-01,0.917
2005-08-01,0.779
2005-09-01,1.169
2005-10-01,1.304
2005-11-01,1.497
2005-12-01,0.981
2006-01-01,0.62
2006-02-01,1.173
2006-03-01,0.946
2006-04-01,0.732
2006-05-01,0.844
2006-06-01,1.146
2006-07-01,0.857
2006-08-01,0.874
2006-09-01,0.903
2006-10-01,1.143
2006-11-01,1.074
2006-12-01,1.719
2007-01-01,2.24
2007-02-01,1.131
2007-03-01,1.272
2007-04-01,1.337
2007-05-01,0.995
2007-06-01,0.864
2007-07-01,0.864
2007-08-01,1.04
2007-09-01,0.833
2007-10-01,1.145
2007-11-01,1.012
2007-12-01,1.141
2008-01-01,0.349
2008-02-01,0.64
2008-03-01,1.721
2008-04-01,0.875
2008-05-01,0.73
2008-06-01,0.772
2008-07-01,0.752
2008-08-01,0.713
2008-09-01,0.592
2008-10-01,1.102
2008-11-01,1.264
2008-12-01,0.823
2009-01-01,0.988
2009-02-01,1.062
2009-03-01,0.747
2009-04-01,0.959
2009-05-01,0.691
2009-06-01,0.754
2009-07-01,0.673
2009-08-01,0.773
2009-09-01,1.145
2009-10-01,0.861
2009-11-01,0.839
2009-12-01,0.464
2010-01-01,0.898
2010-02-01,0.903
2010-03-01,1.272
2010-04-01,1.231
2010-05-01,1.082
2010-06-01,1.147
2010-07-01,1.212
2010-08-01,1.188
2010-09-01,0.869
2010-10-01,1.149
2010-11-01,1.724
2010-12-01,0.611
2011-01-01,0.471
2011-02-01,0.534
2011-03-01,0.861
2011-04-01,1.176
2011-05-01,0.795
2011-06-01,1.025
2011-07-01,0.967
2011-08-01,0.923
2011-09-01,1.05
2011-10-01,1.266
2011-11-01,0.769
2011-12-01,1.164
2012-01-01,0.687
2012-02-01,0.441
2012-03-01,0.844
2012-04-01,1.509
2012-05-01,1.346
2012-06-01,1.315
2012-07-01,1.153
2012-08-01,1.01
2012-09-01,1.01
2012-10-01,1.002
2012-11-01,1.046
2012-12-01,0.096
2013-01-01,0.989
2013-02-01,1.17
2013-03-01,0.817
2013-04-01,0.696
2013-05-01,0.987
2013-06-01,0.976
2013-07-01,0.761
2013-08-01,0.896
2013-09-01,0.771
2013-10-01,0.965
2013-11-01,1.404
2013-12-01,0.975
2014-01-01,1.11
2014-02-01,0.58
2014-03-01,1.345
2014-04-01,1.352
2014-05-01,1.015
2014-06-01,0.968
2014-07-01,0.815
2014-08-01,0.951
2014-09-01,0.801
2014-10-01,0.977
2014-11-01,0.732
2014-12-01,1.374
2015-01-01,1.618
2015-02-01,1.507
2015-03-01,1.555
2015-04-01,1.122
2015-05-01,1.219
2015-06-01,1.205
2015-07-01,0.903
2015-08-01,1
2015-09-01,1.255
2015-10-01,1.261
2015-11-01,1.484
2015-12-01,2.184
2016-01-01,1.596
2016-02-01,2.507
2016-03-01,2.325
2016-04-01,1.875
2016-05-01,1.205
2016-06-01,1.305
2016-07-01,1.141
2016-08-01,1.327
2016-09-01,1.371
2016-10-01,0.904
2016-11-01,0.812
2016-12-01,1.202
2017-01-01,1.633
2017-02-01,2.008
2017-03-01,1.887
